id,sexo,edad,ciudad,colegio,financiamiento,int1,int2,int3,int4,int5,int6,int7,int8,int9,int10,int11,int12,int13,int14,int15,int16,int17,int18,int19,int20,int21,int22,int23,int24,int25,int26,int27,int28,int29
1,hombre,14,lima,colegio1,privado,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5
2,hombre,14,lima,colegio1,privado,4,5,4,4,4,4,5,4,3,4,2,2,4,2,3,4,3,3,3,2,4,4,5,4,3,4,4,3,4
3,hombre,15,lima,colegio1,privado,1,3,2,3,1,3,3,2,2,3,1,1,2,4,1,4,3,1,1,2,4,1,1,1,1,1,1,1,1
4,hombre,15,lima,colegio1,privado,1,3,3,3,1,2,3,4,4,3,2,4,4,4,2,3,3,2,2,3,3,2,5,4,4,1,2,1,2
5,hombre,15,lima,colegio1,privado,2,3,3,4,4,3,4,2,4,3,3,2,2,3,3,4,2,2,5,4,3,2,4,2,1,2,3,2,2
6,hombre,15,lima,colegio1,privado,2,1,1,3,2,4,3,3,1,1,2,1,2,2,3,4,2,4,2,2,1,1,2,1,1,2,3,1,1
7,hombre,15,lima,colegio1,privado,3,4,3,3,2,2,2,2,2,1,1,1,1,3,1,2,4,2,1,1,3,3,2,4,5,5,5,5,4
8,hombre,15,lima,colegio1,privado,3,4,3,4,2,4,4,3,3,3,2,2,4,3,3,3,2,3,4,2,1,1,4,2,1,2,2,2,1
9,hombre,15,lima,colegio1,privado,3,4,5,5,4,4,3,4,3,5,3,2,4,4,5,3,4,4,5,4,2,2,5,2,3,1,1,4,1
10,hombre,15,lima,colegio1,privado,3,3,3,4,4,4,2,2,1,2,2,3,3,3,2,4,2,3,4,3,4,3,5,4,4,4,4,2,3
11,hombre,15,lima,colegio1,privado,3,4,4,2,3,4,2,3,3,3,4,4,3,3,3,4,2,3,3,3,4,4,3,3,2,3,3,4,3
12,hombre,15,lima,colegio1,privado,3,3,3,3,4,4,3,4,3,4,3,3,5,5,4,4,3,3,4,3,3,2,5,1,3,3,3,4,2
13,hombre,15,lima,colegio1,privado,3,4,2,3,3,5,3,4,3,3,3,4,5,5,5,5,5,5,5,3,5,5,5,3,2,3,5,4,5
14,hombre,15,lima,colegio1,privado,3,4,2,5,4,4,1,3,1,1,4,3,4,4,4,4,3,3,4,3,5,3,5,3,3,3,3,2,2
15,hombre,15,lima,colegio1,privado,3,3,3,4,3,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4
16,hombre,15,lima,colegio1,privado,3,2,3,4,4,4,3,4,4,4,3,2,4,5,3,4,5,3,5,4,1,2,4,1,4,4,1,4,2
17,hombre,15,lima,colegio1,privado,4,4,2,4,4,4,2,2,3,2,2,3,3,3,3,4,2,3,3,3,3,4,5,1,5,4,4,3,4
18,hombre,15,lima,colegio1,privado,4,4,4,4,4,5,4,5,4,4,4,4,5,4,5,3,4,4,4,4,3,4,3,4,5,4,4,4,4
19,hombre,15,lima,colegio1,privado,4,2,1,2,5,4,2,3,4,4,4,4,5,5,2,4,3,2,4,3,4,4,4,2,4,4,2,4,4
20,hombre,15,lima,colegio1,privado,4,5,4,4,4,4,3,2,4,3,5,5,5,5,5,5,4,4,4,5,5,4,5,4,4,5,5,5,5
21,hombre,15,lima,colegio1,privado,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
22,hombre,15,lima,colegio1,privado,4,3,5,4,5,5,5,4,3,5,4,4,4,3,5,4,4,5,5,4,2,1,3,1,1,4,2,3,3
23,hombre,15,lima,colegio1,privado,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4
24,hombre,15,lima,colegio1,privado,4,4,4,4,5,5,5,5,4,4,4,5,4,4,5,5,4,4,5,4,2,3,4,2,2,3,5,4,1
25,hombre,15,lima,colegio1,privado,4,4,4,4,5,5,5,5,4,5,4,4,5,5,4,4,4,4,5,4,5,5,5,4,3,4,4,4,5
26,hombre,15,lima,colegio1,privado,4,4,4,4,4,4,2,3,2,2,4,5,4,4,4,4,4,4,4,4,1,3,5,1,3,3,2,3,1
27,hombre,15,lima,colegio1,privado,4,4,4,3,4,5,3,4,4,4,5,4,5,4,4,4,4,4,4,4,2,3,5,1,4,3,2,4,1
28,hombre,15,lima,colegio1,privado,4,4,4,4,4,3,5,3,3,3,2,3,4,4,3,4,3,4,3,4,5,5,5,4,3,4,3,4,5
29,hombre,15,lima,colegio1,privado,4,4,3,4,3,5,5,4,3,2,3,4,4,4,5,4,5,5,5,4,2,5,5,4,5,3,4,3,4
30,hombre,15,lima,colegio1,privado,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,4,4,3,4
31,hombre,15,lima,colegio1,privado,4,3,2,2,4,4,2,2,4,4,5,5,5,5,3,4,5,3,5,2,4,5,2,3,2,4,1,2,5
32,hombre,15,lima,colegio1,privado,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4
33,hombre,15,lima,colegio1,privado,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,1,3,4,5,2,5
34,hombre,15,lima,colegio1,privado,4,4,4,5,4,5,2,3,5,4,4,3,4,4,4,5,3,4,4,4,3,5,5,3,4,4,4,4,3
35,hombre,15,lima,colegio1,privado,4,4,2,3,3,4,3,3,3,3,3,3,4,4,3,4,4,4,5,4,3,3,5,3,4,3,3,3,4
36,hombre,15,lima,colegio1,privado,4,5,4,3,5,4,4,2,1,1,3,3,3,4,3,4,4,4,4,4,2,3,4,1,1,3,3,3,1
37,hombre,15,lima,colegio1,privado,4,5,4,3,4,4,4,5,3,3,3,4,5,5,4,4,4,5,5,5,4,1,5,3,3,3,4,4,2
38,hombre,15,lima,colegio1,privado,4,4,4,5,5,4,4,4,4,4,2,4,5,4,4,4,4,5,5,5,5,5,5,5,4,4,3,5,4
39,hombre,15,lima,colegio1,privado,4,4,4,3,4,3,3,5,4,4,4,4,4,5,4,4,4,3,4,3,3,3,4,4,3,4,4,4,4
40,hombre,15,lima,colegio1,privado,4,5,4,5,3,5,5,5,4,5,5,3,5,5,5,4,4,4,5,4,3,5,3,4,4,5,4,4,5
41,hombre,15,lima,colegio1,privado,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,3,4,3,3,5,2,4,4,4,3,4,4,4,3
42,hombre,15,lima,colegio1,privado,4,3,4,4,3,4,4,3,2,4,3,4,4,5,4,4,4,5,5,4,4,5,5,3,2,4,4,4,4
43,hombre,15,lima,colegio1,privado,4,3,4,5,5,4,3,4,5,3,4,3,3,4,3,4,5,4,4,4,5,3,5,5,4,5,5,4,4
44,hombre,15,lima,colegio1,privado,5,4,4,5,5,5,4,4,3,4,5,5,4,4,5,4,5,4,4,5,4,5,5,4,5,4,5,4,5
45,hombre,16,lima,colegio1,privado,1,2,5,3,2,2,3,3,3,1,2,2,2,2,4,5,2,3,5,1,4,4,5,3,5,2,1,4,2
46,hombre,16,lima,colegio1,privado,1,2,1,2,4,2,1,3,1,4,1,3,1,3,2,1,1,2,5,2,1,1,1,2,1,2,1,2,1
47,hombre,16,lima,colegio1,privado,2,4,2,3,2,4,4,3,3,4,3,4,4,4,4,4,4,4,5,4,5,4,5,5,4,3,2,4,3
48,hombre,16,lima,colegio1,privado,2,3,3,3,4,4,2,3,3,4,3,3,3,3,2,3,4,4,1,5,2,1,2,3,2,2,3,2,3
49,hombre,16,lima,colegio1,privado,2,3,2,3,3,4,5,2,2,3,3,3,3,3,4,3,3,3,5,3,3,4,4,3,3,2,3,3,4
50,hombre,16,lima,colegio1,privado,2,2,5,5,4,4,4,4,4,5,2,2,2,3,4,5,3,4,5,4,5,2,5,5,5,3,5,3,4
51,hombre,16,lima,colegio1,privado,2,4,1,4,1,5,5,5,2,1,2,3,3,1,5,5,5,4,5,4,1,4,5,2,3,4,4,1,4
52,hombre,16,lima,colegio1,privado,2,3,2,2,3,2,4,3,2,3,2,4,4,4,2,3,4,3,4,2,4,3,3,3,2,3,4,4,3
53,hombre,16,lima,colegio1,privado,2,3,2,4,2,4,1,3,2,2,2,2,4,4,4,3,2,2,4,2,1,1,5,1,1,1,1,2,1
54,hombre,16,lima,colegio1,privado,3,4,4,4,3,5,3,4,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
55,hombre,16,lima,colegio1,privado,3,2,2,2,3,4,2,3,3,4,4,3,4,3,3,3,4,3,4,3,3,4,4,3,3,2,2,4,3
56,hombre,16,lima,colegio1,privado,3,3,3,4,4,5,3,3,3,3,5,5,5,5,5,4,4,4,4,4,4,5,4,2,3,3,2,3,3
57,hombre,16,lima,colegio1,privado,3,4,2,4,4,4,4,4,3,4,4,3,5,5,4,4,4,3,3,4,4,4,5,4,3,3,4,4,4
58,hombre,16,lima,colegio1,privado,3,3,3,4,2,4,4,4,2,3,4,5,4,5,4,3,3,4,5,3,4,4,5,3,3,3,3,3,4
59,hombre,16,lima,colegio1,privado,3,3,3,2,2,3,3,2,2,2,3,1,4,5,2,3,1,1,3,1,4,4,4,4,4,4,4,3,4
60,hombre,16,lima,colegio1,privado,3,3,2,3,3,4,2,4,2,2,3,3,3,5,3,4,3,2,4,3,2,1,4,1,2,2,1,3,2
61,hombre,16,lima,colegio1,privado,3,3,2,1,1,4,3,4,4,4,4,2,3,5,2,4,4,3,5,4,2,5,2,3,1,3,5,4,3
62,hombre,16,lima,colegio1,privado,3,4,4,5,3,4,3,4,3,4,4,3,4,3,3,3,3,2,4,4,2,3,4,1,1,3,4,4,1
63,hombre,16,lima,colegio1,privado,3,3,2,2,3,2,1,2,1,1,1,1,2,2,2,3,3,3,4,2,4,1,4,4,5,3,2,3,3
64,hombre,16,lima,colegio1,privado,3,2,2,3,1,2,1,1,2,2,2,1,3,4,4,3,2,2,2,1,1,1,1,1,1,2,2,4,2
65,hombre,16,lima,colegio1,privado,3,3,4,2,3,5,1,3,4,3,5,2,3,2,3,3,3,3,3,4,3,3,5,3,5,4,3,3,3
66,hombre,16,lima,colegio1,privado,3,4,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,2,3,3,4,2,4,5,3,4,3,3,4
67,hombre,16,lima,colegio1,privado,3,3,3,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,1,2,4,2,4,3,4
68,hombre,16,lima,colegio1,privado,3,3,3,3,3,3,3,4,2,3,4,3,3,3,3,3,3,3,3,3,4,3,2,2,3,3,3,4,4
69,hombre,16,lima,colegio1,privado,3,2,2,3,3,3,2,3,4,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,2,2
70,hombre,16,lima,colegio1,privado,3,3,4,4,4,4,4,4,4,3,4,3,5,3,3,4,3,3,4,4,5,3,5,5,5,4,4,3,4
71,hombre,16,lima,colegio1,privado,3,5,4,4,5,4,5,4,3,5,2,4,3,4,4,4,3,2,4,2,5,4,5,4,3,4,5,2,5
72,hombre,16,lima,colegio1,privado,3,4,5,4,5,3,3,4,4,4,4,2,4,4,4,4,4,3,5,1,4,2,4,1,3,4,4,4,4
73,hombre,16,lima,colegio1,privado,3,2,2,2,1,5,1,2,1,3,4,4,4,3,3,4,3,2,2,3,4,2,5,3,3,3,3,1,5
74,hombre,16,lima,colegio1,privado,3,3,3,3,2,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,2,3,3,2,2,3,3,3,3
75,hombre,16,lima,colegio1,privado,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
76,hombre,16,lima,colegio1,privado,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,3
77,hombre,16,lima,colegio1,privado,4,4,4,4,4,4,3,4,4,3,3,4,3,3,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4
78,hombre,16,lima,colegio1,privado,4,4,3,3,3,3,2,2,4,5,4,4,4,3,4,5,4,3,3,3,4,3,5,4,2,3,4,3,4
79,hombre,16,lima,colegio1,privado,4,2,2,3,5,4,4,3,2,1,1,2,3,3,4,4,3,1,1,4,5,4,3,2,5,4,2,4,1
80,hombre,16,lima,colegio1,privado,4,5,5,5,4,4,5,4,5,5,3,3,3,4,4,4,4,3,5,4,2,1,2,4,4,2,2,3,1
81,hombre,16,lima,colegio1,privado,4,4,2,5,4,3,3,4,2,4,3,3,5,4,4,5,4,4,4,4,5,3,5,5,3,4,4,5,4
82,hombre,16,lima,colegio1,privado,4,5,4,5,4,5,5,5,5,5,5,3,5,5,5,4,4,5,5,5,2,4,4,4,3,4,4,4,5
83,hombre,16,lima,colegio1,privado,4,4,4,1,4,4,2,4,4,4,3,4,5,5,5,4,4,4,5,4,4,5,3,4,5,2,5,4,3
84,hombre,16,lima,colegio1,privado,4,3,4,4,3,4,4,4,3,4,3,4,4,5,4,3,4,4,4,2,3,2,4,3,2,3,3,3,4
85,hombre,16,lima,colegio1,privado,4,4,4,3,2,4,3,4,5,4,3,4,4,3,4,4,4,4,3,4,5,4,4,4,2,4,3,5,4
86,hombre,16,lima,colegio1,privado,4,4,4,4,4,5,2,4,4,4,4,5,3,4,4,4,4,3,5,4,4,4,5,3,3,4,4,3,4
87,hombre,16,lima,colegio1,privado,4,4,4,5,5,4,5,4,3,4,5,3,4,5,5,4,4,4,4,4,4,4,5,4,3,4,4,3,5
88,hombre,16,lima,colegio1,privado,4,4,3,4,3,4,4,3,3,4,3,4,3,4,4,4,3,3,3,4,4,4,4,4,3,3,3,5,4
89,hombre,16,lima,colegio1,privado,4,4,3,4,4,4,5,4,3,3,4,4,4,4,4,4,3,3,4,4,5,5,4,3,3,4,3,3,3
90,hombre,16,lima,colegio1,privado,4,3,3,4,4,5,4,4,3,4,4,4,4,4,4,4,3,4,5,4,3,3,5,4,3,4,4,4,5
91,hombre,16,lima,colegio1,privado,4,3,3,5,2,4,3,2,3,4,4,5,4,2,4,3,3,5,5,3,4,1,4,2,2,3,1,1,3
92,hombre,16,lima,colegio1,privado,4,5,4,4,4,5,2,5,3,4,5,5,5,5,5,3,3,5,5,5,5,3,5,3,3,5,5,5,5
93,hombre,16,lima,colegio1,privado,4,4,3,4,4,4,2,4,3,3,2,3,4,5,4,2,2,2,5,3,2,1,3,2,2,4,2,3,2
94,hombre,16,lima,colegio1,privado,5,2,3,5,1,5,5,5,5,4,2,3,3,5,5,3,3,5,5,4,4,3,5,1,3,3,3,2,4
95,hombre,16,lima,colegio1,privado,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,1,5,5,3,2,2,1,4
96,hombre,17,lima,colegio1,privado,3,4,2,3,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,1,2,5,2,5,5,5,5,1
97,mujer,14,lima,colegio1,privado,2,2,2,2,2,2,4,2,1,2,1,5,1,3,2,1,2,2,4,2,3,3,1,5,3,1,2,1,4
98,mujer,14,lima,colegio1,privado,3,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,3,3
99,mujer,15,lima,colegio1,privado,2,3,2,4,2,3,4,4,4,3,3,5,3,3,4,4,3,4,4,3,5,2,3,3,3,2,1,2,3
100,mujer,15,lima,colegio1,privado,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,3,2,5,1
101,mujer,15,lima,colegio1,privado,2,3,2,3,4,5,4,3,1,2,2,3,4,4,4,3,4,2,3,3,4,4,3,4,4,3,3,2,3
102,mujer,15,lima,colegio1,privado,2,3,3,3,4,4,4,3,4,4,4,3,3,3,3,4,3,4,4,4,5,4,5,3,2,3,4,4,5
103,mujer,15,lima,colegio1,privado,2,4,2,3,4,3,2,2,2,2,3,4,3,4,4,3,3,3,4,4,5,2,2,3,3,3,4,2,4
104,mujer,15,lima,colegio1,privado,2,2,2,2,5,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,4,1,4,2,3,2,2,1,2
105,mujer,15,lima,colegio1,privado,3,3,4,2,2,3,2,4,2,3,3,3,5,4,3,4,3,3,4,2,2,2,3,3,3,4,3,3,2
106,mujer,15,lima,colegio1,privado,3,4,3,2,2,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,1,1,2,1,1,3,1
107,mujer,15,lima,colegio1,privado,3,3,3,4,4,5,5,4,2,3,3,4,4,5,4,4,3,1,5,4,5,5,5,5,3,3,5,2,2
108,mujer,15,lima,colegio1,privado,3,2,3,3,4,5,3,4,4,5,4,4,4,5,4,4,4,3,4,3,3,2,5,4,3,4,3,3,4
109,mujer,15,lima,colegio1,privado,3,3,3,3,3,4,3,4,2,2,3,2,3,4,4,2,2,3,4,2,1,1,1,1,1,1,2,2,1
110,mujer,15,lima,colegio1,privado,3,3,2,4,3,3,3,3,1,2,2,3,3,4,3,3,3,1,3,2,2,3,4,2,1,2,3,3,3
111,mujer,15,lima,colegio1,privado,3,4,4,3,3,4,3,3,3,5,3,3,4,3,4,4,4,3,5,3,4,4,5,4,2,3,3,3,2
112,mujer,15,lima,colegio1,privado,3,5,3,3,4,4,3,3,4,4,3,3,3,3,4,4,4,4,4,4,5,5,5,2,4,4,4,4,4
113,mujer,15,lima,colegio1,privado,3,2,3,4,4,4,3,3,3,3,4,4,4,4,5,4,4,4,5,4,2,4,5,4,4,3,3,3,4
114,mujer,15,lima,colegio1,privado,3,4,3,5,5,4,2,4,5,5,3,4,4,4,5,2,4,3,4,5,1,2,5,1,2,5,4,4,3
115,mujer,15,lima,colegio1,privado,4,3,5,4,5,5,4,5,3,4,5,4,5,5,5,4,5,4,5,5,4,4,3,1,4,5,4,5,4
116,mujer,15,lima,colegio1,privado,4,5,3,4,4,4,5,4,4,3,4,3,4,4,4,3,4,3,4,4,2,3,4,4,3,4,4,2,2
117,mujer,15,lima,colegio1,privado,4,3,4,4,3,4,1,3,4,3,4,2,4,4,4,4,4,4,3,4,3,3,3,1,1,3,3,3,2
118,mujer,15,lima,colegio1,privado,4,4,4,3,4,4,4,4,2,4,4,4,4,4,3,3,3,3,4,3,4,4,5,4,3,4,4,4,4
119,mujer,15,lima,colegio1,privado,4,4,4,4,4,5,2,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,3,3,3,4,4,4
120,mujer,15,lima,colegio1,privado,4,3,2,4,4,5,2,4,4,4,4,4,5,4,4,5,5,4,5,4,5,4,3,3,3,4,4,4,5
121,mujer,15,lima,colegio1,privado,4,4,4,3,4,3,3,4,2,3,3,4,3,4,4,3,4,4,4,4,4,5,5,3,3,4,3,4,5
122,mujer,15,lima,colegio1,privado,4,4,2,4,4,3,3,2,2,2,2,3,4,3,4,4,3,2,4,4,2,3,2,4,2,3,4,3,5
123,mujer,15,lima,colegio1,privado,4,3,4,3,4,4,5,4,3,2,4,4,4,4,4,3,4,4,5,3,5,2,4,1,4,3,4,2,5
124,mujer,15,lima,colegio1,privado,4,4,3,4,4,5,5,4,4,3,4,3,4,4,4,4,4,4,4,3,4,2,3,4,3,4,3,2,3
125,mujer,15,lima,colegio1,privado,4,4,4,5,5,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,2,4,5,4,4,5,2,2,4
126,mujer,15,lima,colegio1,privado,4,4,3,4,5,4,5,5,3,3,4,5,4,3,3,3,3,3,3,3,4,3,1,4,4,4,4,3,4
127,mujer,15,lima,colegio1,privado,5,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,4,2,4,4,5,5
128,mujer,15,lima,colegio1,privado,5,4,4,4,4,4,3,4,3,4,4,5,5,4,4,4,5,4,4,4,3,3,5,3,4,4,3,4,2
129,mujer,15,lima,colegio1,privado,5,4,4,5,4,5,4,4,4,4,3,4,4,5,4,5,5,4,4,4,5,3,5,3,2,4,3,4,4
130,mujer,15,lima,colegio1,privado,5,5,5,5,4,4,5,5,2,5,3,3,5,4,5,3,5,5,4,5,5,5,4,5,5,4,5,4,4
131,mujer,15,lima,colegio1,privado,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4
132,mujer,15,lima,colegio1,privado,5,5,5,5,5,5,5,3,3,4,4,3,4,3,3,3,3,4,4,4,3,3,4,3,3,3,4,3,2
133,mujer,15,lima,colegio1,privado,5,4,3,4,4,4,5,4,2,3,3,3,4,4,4,5,4,4,5,4,4,5,5,3,4,2,4,4,3
134,mujer,16,lima,colegio1,privado,2,3,2,3,2,5,3,3,2,2,1,3,5,5,5,3,3,1,3,4,2,4,5,3,2,4,1,4,4
135,mujer,16,lima,colegio1,privado,2,4,4,4,4,4,4,5,3,4,3,3,3,4,4,4,4,4,4,3,3,4,3,2,2,3,3,3,3
136,mujer,16,lima,colegio1,privado,2,3,1,5,4,2,1,2,1,2,1,3,4,1,2,3,3,3,2,2,3,3,5,4,4,3,1,5,1
137,mujer,16,lima,colegio1,privado,2,3,4,2,3,3,2,5,2,3,3,3,4,4,4,3,3,3,5,3,4,5,5,2,3,3,3,3,5
138,mujer,16,lima,colegio1,privado,2,4,4,4,3,2,2,3,4,4,2,2,3,4,3,4,3,3,2,3,3,4,5,4,3,3,3,3,3
139,mujer,16,lima,colegio1,privado,3,3,3,3,3,4,3,4,2,3,3,3,4,4,4,3,3,3,4,3,2,1,4,1,3,3,3,3,1
140,mujer,16,lima,colegio1,privado,3,2,3,5,4,4,2,3,3,2,2,4,3,2,3,4,3,3,3,4,4,2,2,3,2,2,4,4,4
141,mujer,16,lima,colegio1,privado,3,4,2,4,4,4,4,5,2,2,4,2,4,4,4,4,4,4,4,4,2,4,4,2,3,2,3,3,3
142,mujer,16,lima,colegio1,privado,3,4,4,4,4,4,2,3,4,3,4,3,4,4,4,4,3,4,3,3,2,3,3,2,2,3,3,3,3
143,mujer,16,lima,colegio1,privado,3,3,2,3,2,4,1,3,4,3,4,4,5,4,4,3,3,1,2,5,3,5,3,4,5,4,2,5,2
144,mujer,16,lima,colegio1,privado,3,1,2,3,1,4,4,2,5,3,2,1,4,4,2,5,5,1,4,3,3,2,5,3,3,3,4,2,3
145,mujer,16,lima,colegio1,privado,3,4,4,3,2,5,3,4,2,4,4,4,5,5,4,4,4,3,4,4,1,2,3,1,1,4,2,5,1
146,mujer,16,lima,colegio1,privado,3,3,2,4,4,5,4,2,3,3,4,3,4,3,4,4,4,3,4,4,4,2,2,3,3,4,4,3,4
147,mujer,16,lima,colegio1,privado,3,4,3,2,3,3,3,4,2,2,4,2,5,3,4,3,3,5,4,4,2,3,5,2,3,3,3,3,3
148,mujer,16,lima,colegio1,privado,3,1,2,2,3,4,3,2,2,4,3,4,5,5,4,2,2,3,3,4,3,2,3,3,3,2,2,1,3
149,mujer,16,lima,colegio1,privado,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,4,3,2,3,3,2,2,3,3,2,3,2,2
150,mujer,16,lima,colegio1,privado,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,3,4,2,3,4,4,2,4,4
151,mujer,16,lima,colegio1,privado,3,4,4,3,5,2,5,2,2,5,5,4,4,4,4,5,4,4,5,1,4,5,4,3,5,5,3,4,3
152,mujer,16,lima,colegio1,privado,3,3,3,3,3,4,3,4,3,3,3,4,3,3,4,3,2,3,4,3,3,3,3,2,1,2,2,3,2
153,mujer,16,lima,colegio1,privado,3,4,2,4,5,4,5,4,4,4,4,4,4,5,5,4,4,4,5,4,5,5,5,5,4,3,2,3,5
154,mujer,16,lima,colegio1,privado,3,3,4,3,3,4,3,3,1,4,2,4,4,3,3,4,5,3,4,3,2,4,5,1,4,2,2,2,3
155,mujer,16,lima,colegio1,privado,3,3,1,2,4,5,4,5,1,2,2,3,3,3,5,5,1,3,3,3,2,5,4,4,1,2,2,2,1
156,mujer,16,lima,colegio1,privado,4,4,5,5,4,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,4,4,3,4,4,4,4,3,4
157,mujer,16,lima,colegio1,privado,4,4,4,4,4,3,2,3,3,4,4,5,5,4,5,3,5,5,4,4,4,4,4,4,5,4,4,3,4
158,mujer,16,lima,colegio1,privado,4,2,2,2,2,4,4,3,1,1,4,4,3,3,2,3,3,3,3,3,4,2,5,3,4,4,3,3,3
159,mujer,16,lima,colegio1,privado,4,4,3,3,4,4,3,4,3,2,4,4,4,4,4,4,3,3,3,4,5,5,5,4,4,4,4,3,4
160,mujer,16,lima,colegio1,privado,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
