id,sexo,edad,ciudad,colegio,financiamiento,int1,int2,int3,int4,int5,int6,int7,int8,int9,int10,int11,int12,int13,int14,int15,int16,int17,int18,int19,int20,int21,int22,int23,int24,int25,int26,int27,int28,int29
161,mujer,16,lima,colegio1,privado,4,4,4,4,4,4,4,4,3,4,2,3,4,3,3,4,4,3,3,4,5,4,5,5,5,4,4,3,4
162,mujer,16,lima,colegio1,privado,4,4,4,4,4,4,3,4,5,3,3,5,4,4,5,4,5,5,5,4,3,3,4,2,2,4,4,4,3
163,mujer,16,lima,colegio1,privado,4,3,4,4,5,5,3,4,2,5,3,4,4,5,5,5,5,5,5,5,4,4,5,4,3,4,3,3,4
164,mujer,16,lima,colegio1,privado,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,5,4
165,mujer,16,lima,colegio1,privado,4,4,5,4,3,5,5,4,5,4,4,4,5,4,4,4,3,3,5,1,4,4,3,3,4,4,4,4,4
166,mujer,16,lima,colegio1,privado,4,5,3,4,5,4,4,4,4,4,5,4,4,3,4,4,5,5,5,5,5,3,5,5,5,4,4,5,5
167,mujer,16,lima,colegio1,privado,4,3,3,4,5,4,4,3,2,4,3,3,5,5,4,4,4,3,4,4,4,3,5,3,3,3,3,5,3
168,mujer,16,lima,colegio1,privado,5,4,4,4,5,5,4,4,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,4,4,4,4,4,4
169,mujer,16,lima,colegio1,privado,5,1,4,3,5,4,3,2,2,4,3,4,3,5,3,3,3,2,4,3,5,5,5,4,4,4,5,4,4
170,mujer,16,lima,colegio1,privado,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
171,mujer,16,lima,colegio1,privado,5,5,3,5,5,5,4,5,4,4,5,5,4,4,4,4,4,4,5,5,4,4,5,5,4,4,4,4,4
172,mujer,16,lima,colegio1,privado,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,4,5,5,5,5,5,4,3,4,5,5,5,5,5
173,mujer,16,lima,colegio1,privado,5,4,5,5,5,4,3,4,1,5,5,4,4,4,4,4,4,4,4,5,2,2,3,1,1,3,2,4,2
174,mujer,17,lima,colegio1,privado,3,3,2,2,3,3,4,4,2,3,3,5,3,4,4,3,4,4,4,3,4,2,3,2,4,4,3,2,3
175,mujer,17,lima,colegio1,privado,4,3,4,3,4,4,3,4,3,4,3,3,3,2,3,3,3,4,5,4,5,3,5,4,4,3,3,2,4
176,hombre,14,cusco,colegio2,publico,5,4,5,3,4,5,2,3,3,3,4,5,4,3,4,5,4,4,5,2,1,3,2,4,1,4,1,3,1
177,hombre,15,cusco,colegio2,publico,1,3,1,4,3,5,4,5,2,2,3,5,5,5,1,4,5,5,4,2,1,4,1,3,4,4,1,2,1
178,hombre,15,cusco,colegio2,publico,2,2,3,3,3,3,4,3,3,2,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
179,hombre,15,cusco,colegio2,publico,2,4,2,4,3,5,4,4,3,3,2,3,4,3,3,2,3,3,4,2,2,3,4,2,3,3,1,3,3
180,hombre,15,cusco,colegio2,publico,2,2,2,1,4,5,1,5,2,2,4,4,5,5,5,5,1,2,5,2,2,4,5,5,4,5,5,2,3
181,hombre,15,cusco,colegio2,publico,2,2,1,3,4,3,2,2,3,2,1,3,4,4,3,3,3,4,3,3,1,1,1,1,1,1,1,3,1
182,hombre,15,cusco,colegio2,publico,2,3,2,1,3,3,1,3,3,2,2,3,3,3,3,3,3,3,5,2,1,1,1,1,1,3,1,3,1
183,hombre,15,cusco,colegio2,publico,2,3,2,3,2,4,4,2,2,3,3,2,4,2,4,3,4,3,5,1,1,1,1,1,1,3,3,2,1
184,hombre,15,cusco,colegio2,publico,3,3,2,5,4,4,2,3,1,2,3,4,5,5,4,5,4,5,5,1,1,1,5,1,1,1,1,2,1
185,hombre,15,cusco,colegio2,publico,3,4,3,4,4,4,3,4,4,4,2,3,3,4,4,2,4,2,4,2,1,1,1,1,1,4,2,4,1
186,hombre,15,cusco,colegio2,publico,3,2,3,4,3,4,3,4,1,3,4,5,4,4,4,4,4,3,4,3,3,2,5,1,3,2,2,3,2
187,hombre,15,cusco,colegio2,publico,3,2,3,3,4,3,4,3,3,3,3,4,4,4,4,3,3,3,3,2,2,2,4,2,1,2,2,2,1
188,hombre,15,cusco,colegio2,publico,3,3,2,3,2,3,2,2,3,1,3,4,3,3,4,3,2,3,4,1,1,3,5,3,5,3,3,5,1
189,hombre,15,cusco,colegio2,publico,3,4,4,4,5,4,3,4,4,3,2,2,2,4,4,4,4,4,4,4,4,3,5,2,4,4,4,3,2
190,hombre,15,cusco,colegio2,publico,3,3,2,3,3,3,3,3,2,2,2,3,3,2,3,3,3,4,4,3,1,1,1,1,1,1,1,2,1
191,hombre,15,cusco,colegio2,publico,3,3,2,4,4,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
192,hombre,15,cusco,colegio2,publico,4,3,3,3,5,2,4,2,1,4,5,3,4,4,5,4,5,2,2,2,5,5,5,3,1,3,4,4,3
193,hombre,15,cusco,colegio2,publico,4,5,4,5,5,5,5,4,3,4,4,5,5,5,5,4,4,4,5,3,3,3,5,3,3,4,1,3,2
194,hombre,15,cusco,colegio2,publico,4,4,3,2,1,3,4,4,4,3,5,4,4,3,5,4,5,5,5,5,1,1,1,1,1,1,1,2,1
195,hombre,15,cusco,colegio2,publico,4,3,4,4,4,4,3,4,3,3,3,5,4,4,4,3,3,3,5,1,2,2,5,2,2,4,2,3,2
196,hombre,15,cusco,colegio2,publico,4,4,4,4,4,5,4,4,3,4,4,4,5,4,4,5,4,4,5,4,4,4,5,1,3,3,4,4,3
197,hombre,15,cusco,colegio2,publico,4,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,4,4,4,2,3,5,4,4,5
198,hombre,15,cusco,colegio2,publico,4,5,3,5,5,5,5,4,3,4,4,3,4,5,5,4,4,3,4,4,2,3,4,4,5,4,3,4,4
199,hombre,15,cusco,colegio2,publico,4,4,4,4,4,4,3,4,4,4,4,5,4,5,4,4,4,3,5,3,2,3,4,2,3,4,3,4,3
200,hombre,15,cusco,colegio2,publico,4,3,3,3,3,4,5,3,3,2,3,4,5,5,4,5,4,5,3,1,2,2,4,2,5,3,4,2,2
201,hombre,15,cusco,colegio2,publico,4,3,2,3,3,4,2,4,2,2,2,4,4,3,3,4,4,4,4,2,2,1,1,2,1,2,1,2,1
202,hombre,15,cusco,colegio2,publico,4,4,4,4,2,4,4,4,4,3,4,4,5,4,4,5,4,3,5,5,3,3,5,4,4,4,4,3,4
203,hombre,15,cusco,colegio2,publico,5,2,2,2,5,4,1,5,1,4,4,4,4,4,4,4,5,4,4,1,1,4,1,2,4,3,1,5,1
204,hombre,15,cusco,colegio2,publico,5,5,3,3,5,4,5,4,2,5,3,5,5,4,4,5,5,4,4,1,5,5,5,5,5,5,5,5,5
205,hombre,16,cusco,colegio2,publico,1,2,3,1,4,1,1,4,4,1,5,3,2,3,3,4,2,3,4,3,3,4,5,4,2,4,2,2,3
206,hombre,16,cusco,colegio2,publico,2,2,2,4,4,5,2,2,4,4,1,2,2,2,2,2,4,2,2,2,1,1,1,2,1,2,2,2,2
207,hombre,16,cusco,colegio2,publico,2,2,1,3,1,3,1,2,1,2,2,3,4,4,3,4,3,2,3,1,1,1,2,1,3,2,1,1,1
208,hombre,16,cusco,colegio2,publico,2,3,2,2,2,3,1,3,3,3,2,3,4,4,3,3,3,3,4,2,4,4,4,3,2,3,3,3,3
209,hombre,16,cusco,colegio2,publico,2,3,4,3,3,4,3,3,4,2,1,1,3,4,3,4,4,3,3,2,4,4,5,3,3,3,4,3,3
210,hombre,16,cusco,colegio2,publico,3,3,3,4,4,4,3,3,4,4,3,4,4,4,4,3,3,3,4,3,2,3,4,2,3,3,3,4,2
211,hombre,16,cusco,colegio2,publico,3,3,4,5,4,5,5,5,4,5,4,5,5,4,4,5,5,3,5,3,3,2,5,1,2,3,3,4,4
212,hombre,16,cusco,colegio2,publico,3,3,3,4,4,4,3,4,2,3,3,3,4,4,4,4,4,4,5,3,4,4,4,2,2,3,4,3,4
213,hombre,16,cusco,colegio2,publico,3,1,3,2,4,4,3,2,1,1,4,4,4,5,4,5,3,4,4,1,2,1,5,2,5,3,1,2,1
214,hombre,16,cusco,colegio2,publico,3,2,5,2,4,4,2,5,4,4,1,2,3,4,4,4,3,3,4,4,4,4,5,3,2,3,2,2,4
215,hombre,16,cusco,colegio2,publico,3,5,4,5,4,5,4,5,4,4,5,3,5,5,5,5,5,4,5,5,2,3,5,4,3,3,3,3,2
216,hombre,16,cusco,colegio2,publico,3,3,4,4,5,3,5,4,4,4,5,3,2,4,4,3,2,3,4,2,1,5,5,2,2,5,3,4,3
217,hombre,16,cusco,colegio2,publico,3,5,3,2,5,5,2,5,1,1,3,5,4,5,4,5,3,2,5,2,1,1,2,1,1,1,2,2,1
218,hombre,16,cusco,colegio2,publico,3,3,3,3,4,4,3,5,3,5,3,5,4,5,5,5,3,5,5,3,2,3,4,1,4,5,2,3,3
219,hombre,16,cusco,colegio2,publico,3,2,4,3,4,5,4,5,1,4,4,4,4,5,4,4,3,3,5,1,1,1,4,3,4,1,2,2,1
220,hombre,16,cusco,colegio2,publico,4,5,4,4,4,3,3,3,2,2,4,2,5,5,4,1,1,2,3,1,3,3,5,5,5,3,5,2,1
221,hombre,16,cusco,colegio2,publico,4,4,5,4,5,4,4,4,1,4,5,5,5,5,5,4,4,2,5,4,2,2,2,1,2,4,2,4,1
222,hombre,16,cusco,colegio2,publico,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,3,1,3,3,4,1,4,1,3,1
223,hombre,16,cusco,colegio2,publico,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,2,4,5,1,1,5,2,5,1
224,hombre,16,cusco,colegio2,publico,4,4,5,4,4,4,3,5,3,4,4,5,4,5,5,3,5,3,3,1,3,5,4,4,2,4,1,3,5
225,hombre,16,cusco,colegio2,publico,4,4,1,1,1,1,2,2,2,1,3,2,3,4,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1
226,hombre,16,cusco,colegio2,publico,4,5,4,4,5,4,4,5,3,4,4,4,5,4,4,5,4,3,4,1,2,2,5,2,3,4,3,3,2
227,hombre,16,cusco,colegio2,publico,4,3,3,4,4,3,2,4,1,3,4,4,4,5,4,5,2,2,2,1,1,4,4,1,1,4,1,3,1
228,hombre,16,cusco,colegio2,publico,4,3,4,4,5,4,4,3,4,4,5,4,4,3,4,5,4,4,4,3,1,2,2,2,2,5,3,4,2
229,hombre,16,cusco,colegio2,publico,5,4,5,5,4,4,5,4,2,4,5,5,4,5,4,4,4,4,4,4,1,5,4,5,4,4,1,4,1
230,hombre,16,cusco,colegio2,publico,5,5,5,4,5,5,3,5,5,5,5,3,4,5,5,5,5,3,5,4,3,3,3,2,5,3,3,5,3
231,hombre,17,cusco,colegio2,publico,2,4,2,3,3,4,2,4,1,1,1,2,4,3,3,3,3,2,3,3,4,2,4,1,1,3,3,2,2
232,hombre,17,cusco,colegio2,publico,2,4,2,4,5,2,2,3,1,2,4,3,4,4,4,4,4,2,3,2,1,2,5,2,2,4,1,2,2
233,hombre,17,cusco,colegio2,publico,2,3,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,2,2,1,2,1,4,2,4,2
234,hombre,17,cusco,colegio2,publico,3,4,4,5,5,4,4,4,5,4,5,4,4,4,5,5,4,5,5,4,1,4,5,3,3,4,3,4,3
235,hombre,17,cusco,colegio2,publico,3,3,2,3,4,3,4,3,1,4,3,3,3,3,3,3,3,3,4,1,4,4,5,3,3,3,4,4,4
236,hombre,17,cusco,colegio2,publico,3,3,3,2,4,5,2,3,4,3,2,3,3,3,3,3,4,4,5,3,2,3,2,2,5,2,2,3,2
237,hombre,17,cusco,colegio2,publico,4,4,3,5,4,3,4,3,2,3,3,3,5,3,4,5,3,4,4,2,1,1,5,2,1,3,3,3,1
238,hombre,18,cusco,colegio2,publico,2,2,2,5,3,5,3,5,2,4,4,3,5,4,4,4,3,3,4,3,1,1,1,1,1,3,3,3,1
239,hombre,18,cusco,colegio2,publico,4,4,4,5,4,3,4,4,3,4,4,4,3,5,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4
240,mujer,15,cusco,colegio2,publico,2,3,2,1,4,4,2,4,1,1,1,2,3,4,1,4,2,4,4,1,1,1,2,1,1,2,1,3,1
241,mujer,15,cusco,colegio2,publico,2,5,4,2,4,3,3,3,2,3,2,3,5,2,3,4,4,3,5,1,5,2,3,5,3,3,3,3,3
242,mujer,15,cusco,colegio2,publico,2,4,1,2,4,5,5,4,1,4,3,3,4,4,4,4,4,5,5,3,2,1,1,1,1,1,1,1,1
243,mujer,15,cusco,colegio2,publico,2,2,2,2,2,5,2,5,2,2,2,2,5,5,2,5,2,3,4,2,1,1,4,1,1,2,2,2,2
244,mujer,15,cusco,colegio2,publico,2,1,1,2,3,3,3,1,2,1,1,2,3,3,3,2,3,3,4,1,1,1,1,1,1,2,1,3,1
245,mujer,15,cusco,colegio2,publico,3,4,4,4,4,3,2,4,3,3,4,3,4,4,3,3,3,2,5,3,1,1,3,1,3,2,2,3,3
246,mujer,15,cusco,colegio2,publico,3,2,3,3,4,3,2,3,1,2,2,5,5,5,4,3,4,2,4,1,1,1,3,1,1,3,2,3,1
247,mujer,15,cusco,colegio2,publico,3,2,3,3,3,5,4,3,3,2,4,4,5,4,3,4,4,3,3,3,1,3,2,3,1,4,5,4,2
248,mujer,15,cusco,colegio2,publico,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,2,3,1,4,1,1,3,3,3,1
249,mujer,15,cusco,colegio2,publico,3,4,3,4,4,4,1,4,3,3,3,3,4,4,5,3,4,3,3,2,1,1,3,1,1,4,3,3,2
250,mujer,15,cusco,colegio2,publico,3,3,3,4,2,4,3,2,2,3,2,2,3,4,3,3,3,3,3,1,2,3,3,1,4,3,2,2,2
251,mujer,15,cusco,colegio2,publico,3,3,2,2,2,3,3,3,1,2,3,2,4,4,4,4,3,3,4,3,1,2,2,1,1,2,1,2,1
252,mujer,15,cusco,colegio2,publico,3,5,4,4,4,5,4,3,4,4,5,3,4,4,4,4,3,3,5,3,3,4,5,3,2,4,3,3,3
253,mujer,15,cusco,colegio2,publico,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,2,4,3,3,2
254,mujer,15,cusco,colegio2,publico,3,3,4,4,4,5,4,4,3,3,3,4,4,4,4,3,4,4,4,1,5,3,2,4,5,3,5,3,4
255,mujer,15,cusco,colegio2,publico,4,5,5,4,5,5,5,5,4,5,4,4,5,5,5,5,4,3,5,4,1,3,3,3,2,4,4,3,2
256,mujer,15,cusco,colegio2,publico,4,4,4,5,5,4,5,4,5,5,5,5,5,4,4,4,4,3,4,5,3,5,5,4,5,5,5,5,5
257,mujer,15,cusco,colegio2,publico,4,4,4,4,4,5,4,4,4,4,5,4,5,4,5,4,5,5,5,4,5,5,4,4,4,4,5,4,5
258,mujer,15,cusco,colegio2,publico,4,5,3,5,4,4,5,5,3,4,5,4,5,5,5,4,4,5,4,4,2,4,3,4,5,4,5,4,3
259,mujer,15,cusco,colegio2,publico,5,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
260,mujer,16,cusco,colegio2,publico,1,2,1,2,1,1,1,1,1,1,1,3,3,5,2,1,2,2,2,1,2,1,4,2,2,2,3,2,2
261,mujer,16,cusco,colegio2,publico,1,1,1,1,4,4,3,4,1,2,4,4,4,5,4,5,4,2,4,3,1,1,5,1,1,5,1,2,1
262,mujer,16,cusco,colegio2,publico,1,2,2,2,2,4,1,2,1,1,1,2,3,2,2,3,2,2,2,1,1,1,2,1,1,2,1,2,1
263,mujer,16,cusco,colegio2,publico,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
264,mujer,16,cusco,colegio2,publico,2,2,1,2,3,4,4,3,2,2,1,2,4,4,4,4,3,2,4,4,1,4,1,1,4,3,1,2,1
265,mujer,16,cusco,colegio2,publico,2,3,5,4,4,4,2,2,1,2,3,3,4,4,5,4,5,5,4,4,4,2,4,2,5,4,2,4,2
266,mujer,16,cusco,colegio2,publico,3,1,1,2,1,3,1,2,1,1,1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1
267,mujer,16,cusco,colegio2,publico,3,3,3,5,5,3,3,3,3,3,5,5,3,5,3,5,3,3,3,3,3,3,5,3,1,2,2,3,3
268,mujer,16,cusco,colegio2,publico,3,5,2,2,4,4,4,4,2,2,2,3,4,4,3,4,4,3,4,4,1,1,2,1,2,4,1,2,1
269,mujer,16,cusco,colegio2,publico,3,4,3,3,4,4,4,4,2,4,4,3,4,4,3,4,4,1,5,1,2,4,5,2,2,3,1,3,2
270,mujer,16,cusco,colegio2,publico,3,2,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
271,mujer,16,cusco,colegio2,publico,4,4,5,3,5,5,4,3,3,3,4,4,4,4,4,4,4,4,5,4,2,3,5,1,4,4,3,4,4
272,mujer,16,cusco,colegio2,publico,4,5,1,5,1,5,1,5,1,2,4,4,5,5,4,3,3,2,4,3,1,1,3,1,3,2,1,1,2
273,mujer,16,cusco,colegio2,publico,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
274,mujer,16,cusco,colegio2,publico,5,5,3,5,3,4,2,5,5,4,4,4,5,3,5,4,4,3,3,5,5,5,5,5,3,3,3,3,5
275,mujer,17,cusco,colegio2,publico,2,1,4,4,4,4,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,5,2,2,4,2,2,2
276,mujer,17,cusco,colegio2,publico,4,4,4,4,4,4,4,5,5,4,3,3,4,4,4,3,4,3,4,3,2,3,4,5,3,3,2,3,3
277,hombre,15,cusco,colegio3,publico,1,3,2,2,3,3,4,3,2,2,4,2,3,3,4,4,4,4,2,5,3,3,5,4,3,2,5,4,3
278,hombre,15,cusco,colegio3,publico,2,3,2,2,3,3,2,2,3,2,3,3,3,3,4,4,4,3,2,3,1,1,4,1,1,2,1,3,1
279,hombre,15,cusco,colegio3,publico,2,4,3,3,5,4,3,2,2,2,2,3,4,4,4,4,3,3,2,4,1,1,5,1,2,4,4,2,1
280,hombre,15,cusco,colegio3,publico,2,2,3,2,2,2,4,3,2,4,2,2,3,3,3,3,2,2,2,2,2,3,4,4,4,3,4,3,3
281,hombre,15,cusco,colegio3,publico,2,2,2,3,4,3,2,2,3,2,3,3,2,4,2,3,4,4,4,2,1,1,5,2,3,1,1,2,1
282,hombre,15,cusco,colegio3,publico,3,3,2,4,4,3,1,3,2,3,4,2,5,3,4,3,4,2,3,3,1,2,2,3,5,4,2,4,2
283,hombre,15,cusco,colegio3,publico,3,2,3,3,3,5,2,4,2,4,3,4,4,2,4,3,2,3,3,4,2,2,5,2,2,3,4,4,2
284,hombre,15,cusco,colegio3,publico,3,4,1,4,3,4,1,4,3,2,3,3,4,3,4,4,4,4,4,1,1,1,3,1,1,2,1,3,1
285,hombre,15,cusco,colegio3,publico,4,3,4,4,3,4,4,4,3,3,4,4,5,4,4,5,4,3,4,5,2,2,1,4,4,5,4,4,1
286,hombre,15,cusco,colegio3,publico,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,3,3,1,3,4,3,3,4,3
287,hombre,15,cusco,colegio3,publico,4,4,4,5,5,5,5,4,4,4,3,4,5,4,4,5,5,4,4,1,4,5,3,4,4,3,3,5,3
288,hombre,15,cusco,colegio3,publico,4,3,2,4,4,3,1,3,1,2,2,4,3,4,4,3,2,1,4,1,1,1,2,1,1,2,1,1,1
289,hombre,15,cusco,colegio3,publico,4,4,2,4,5,5,4,4,2,2,3,3,4,4,4,4,4,4,1,3,4,3,5,3,3,4,4,3,4
290,hombre,15,cusco,colegio3,publico,4,4,1,3,5,4,2,4,3,3,2,5,4,4,3,4,5,3,3,3,1,1,4,1,1,1,4,4,1
291,hombre,15,cusco,colegio3,publico,4,4,4,5,5,4,4,5,4,5,5,5,5,4,4,4,4,4,5,4,4,5,5,5,5,4,4,5,4
292,hombre,15,cusco,colegio3,publico,5,4,3,5,4,4,3,3,3,5,2,5,2,5,5,4,3,5,4,5,3,5,4,3,5,3,3,5,3
293,hombre,15,cusco,colegio3,publico,5,5,3,4,4,4,2,4,1,3,5,5,5,5,5,4,4,4,5,5,1,1,1,5,1,2,5,5,1
294,hombre,15,cusco,colegio3,publico,5,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,5,3,5,5,5,5,5,2
295,hombre,16,cusco,colegio3,publico,1,5,2,5,4,3,4,4,2,3,2,3,4,4,3,3,3,3,4,4,2,4,4,1,2,4,3,4,3
296,hombre,16,cusco,colegio3,publico,2,4,2,2,4,5,2,4,2,2,1,2,2,4,4,4,1,4,4,4,1,4,1,1,4,4,2,2,1
297,hombre,16,cusco,colegio3,publico,2,3,2,4,5,5,5,5,2,3,2,2,2,4,3,3,4,3,2,2,3,2,4,3,1,4,2,2,3
298,hombre,16,cusco,colegio3,publico,2,2,2,4,2,4,3,4,3,2,3,4,4,4,4,4,4,3,4,2,1,2,3,4,4,5,4,4,2
299,hombre,16,cusco,colegio3,publico,2,3,3,4,4,1,4,5,2,1,4,2,3,4,5,3,5,3,4,3,4,1,1,1,4,5,2,4,1
300,hombre,16,cusco,colegio3,publico,2,2,2,3,5,2,2,1,3,3,2,2,3,3,3,2,3,3,3,2,3,4,2,3,2,3,2,3,2
301,hombre,16,cusco,colegio3,publico,2,3,2,3,3,2,5,5,3,1,2,1,4,5,3,3,2,3,5,3,4,4,4,4,5,4,1,2,1
302,hombre,16,cusco,colegio3,publico,2,3,2,4,4,3,5,4,3,3,3,3,4,3,5,4,3,3,5,3,4,4,5,3,4,5,3,2,3
303,hombre,16,cusco,colegio3,publico,2,3,2,5,3,5,2,5,2,3,3,2,2,2,3,2,2,3,2,2,1,1,2,1,1,1,2,2,1
304,hombre,16,cusco,colegio3,publico,2,3,2,2,3,4,2,2,2,2,2,5,2,2,4,4,2,2,2,3,2,2,4,2,3,2,3,2,2
305,hombre,16,cusco,colegio3,publico,2,1,1,4,4,4,4,4,2,5,4,5,4,4,4,4,4,4,4,5,4,4,5,3,5,4,4,3,4
306,hombre,16,cusco,colegio3,publico,2,3,4,2,2,2,2,2,1,2,1,1,3,2,2,5,2,1,3,3,1,1,3,4,1,3,1,1,1
307,hombre,16,cusco,colegio3,publico,2,2,2,2,3,3,3,2,3,3,2,1,3,3,3,3,3,1,2,2,2,2,2,3,3,3,3,3,3
308,hombre,16,cusco,colegio3,publico,3,3,2,2,3,4,2,2,2,2,1,1,3,3,2,3,3,2,3,4,1,1,1,1,4,2,2,3,1
309,hombre,16,cusco,colegio3,publico,3,5,4,5,3,5,4,4,4,3,3,3,3,4,4,4,4,4,5,1,1,3,3,3,3,3,3,2,1
310,hombre,16,cusco,colegio3,publico,3,3,2,4,4,4,2,5,2,2,2,3,4,4,5,5,3,4,5,1,2,2,4,3,3,3,1,3,3
311,hombre,16,cusco,colegio3,publico,3,4,3,4,3,3,2,2,3,4,2,4,5,4,3,3,3,3,2,2,3,2,3,2,5,3,3,3,2
312,hombre,16,cusco,colegio3,publico,3,4,4,4,3,4,4,4,2,3,3,3,4,5,4,3,4,4,4,4,2,2,2,2,2,3,3,3,3
313,hombre,16,cusco,colegio3,publico,3,2,5,3,4,5,2,5,1,2,3,3,5,2,5,3,5,3,5,2,2,5,5,2,5,2,3,3,3
314,hombre,16,cusco,colegio3,publico,3,4,4,5,5,4,4,4,4,4,5,4,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3
315,hombre,16,cusco,colegio3,publico,3,4,2,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,4,3,4,5,4,3,3,4,3,4,4
316,hombre,16,cusco,colegio3,publico,3,3,3,4,5,3,3,3,2,2,3,4,3,4,3,4,3,2,3,4,2,3,3,2,4,3,3,2,3
317,hombre,16,cusco,colegio3,publico,3,4,5,5,4,4,3,4,4,5,3,4,5,4,4,3,5,4,3,5,4,3,5,4,5,4,4,3,4
318,hombre,16,cusco,colegio3,publico,3,3,3,4,4,4,2,3,2,2,3,3,4,4,4,3,3,4,4,3,2,3,3,3,2,3,2,2,2
319,hombre,16,cusco,colegio3,publico,4,4,4,4,4,5,1,4,1,4,3,3,4,3,4,4,4,3,4,3,2,2,4,1,2,3,1,4,1
