id,sexo,edad,ciudad,colegio,financiamiento,int1,int2,int3,int4,int5,int6,int7,int8,int9,int10,int11,int12,int13,int14,int15,int16,int17,int18,int19,int20,int21,int22,int23,int24,int25,int26,int27,int28,int29
641,hombre,16,cusco,colegio6,publico,3,3,3,2,3,4,2,3,1,3,5,4,4,3,3,5,3,3,2,3,4,3,3,4,4,3,4,3,5
642,hombre,16,cusco,colegio6,publico,3,4,3,4,4,4,2,4,3,4,5,4,5,5,4,4,5,4,5,3,2,4,2,2,2,4,3,3,4
643,hombre,16,cusco,colegio6,publico,3,4,3,4,4,4,3,4,3,4,4,3,4,4,3,4,4,3,3,3,3,4,5,4,4,3,4,4,4
644,hombre,18,cusco,colegio6,publico,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,3,4,4,3,4,4,3,4,3
645,mujer,15,cusco,colegio6,publico,2,2,2,2,1,3,3,1,3,3,3,1,4,4,4,3,3,2,3,2,2,1,1,1,1,1,1,4,2
646,mujer,15,cusco,colegio6,publico,2,4,2,4,4,4,4,5,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4
647,mujer,15,cusco,colegio6,publico,2,2,3,3,2,2,1,4,2,2,2,2,2,3,4,2,1,4,4,4,2,3,4,4,4,3,3,4,5
648,mujer,15,cusco,colegio6,publico,2,4,3,5,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,2,3,5,3,5,3,2,2,3
649,mujer,15,cusco,colegio6,publico,2,1,2,2,3,3,2,3,3,2,3,2,2,5,4,4,4,3,4,2,1,3,5,1,2,3,2,2,1
650,mujer,15,cusco,colegio6,publico,3,3,3,4,3,4,3,4,4,3,3,3,4,4,2,3,4,3,4,2,2,2,4,3,2,3,3,3,2
651,mujer,15,cusco,colegio6,publico,3,3,3,3,5,3,2,3,4,3,3,2,3,3,3,4,3,3,3,3,4,3,5,1,3,3,3,3,3
652,mujer,15,cusco,colegio6,publico,3,4,3,2,4,4,2,3,2,3,4,3,4,3,4,4,4,4,4,3,3,3,4,3,2,3,3,3,3
653,mujer,15,cusco,colegio6,publico,3,3,2,4,4,4,1,4,4,3,3,3,4,4,4,4,3,3,4,3,2,4,2,1,2,2,1,3,3
654,mujer,15,cusco,colegio6,publico,3,3,2,4,3,5,1,4,1,3,2,3,4,3,5,4,4,3,2,2,3,2,4,2,2,4,3,4,4
655,mujer,15,cusco,colegio6,publico,4,4,4,4,5,4,3,4,3,4,4,4,4,4,5,4,4,4,4,1,3,4,4,2,3,2,2,4,4
656,mujer,15,cusco,colegio6,publico,4,5,2,5,4,3,5,4,3,3,4,3,4,5,3,5,3,3,4,2,2,2,3,3,2,3,2,2,2
657,mujer,15,cusco,colegio6,publico,4,5,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,2,2,4,4,3,4,4
658,mujer,15,cusco,colegio6,publico,4,4,4,4,3,4,2,3,4,4,3,4,4,3,4,3,4,4,4,2,3,4,4,2,3,4,4,5,4
659,mujer,15,cusco,colegio6,publico,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,5,5,5,5,5,2,5,5,5,2,5,5,5,2
660,mujer,16,cusco,colegio6,publico,2,3,2,3,4,4,2,3,1,2,3,3,4,3,3,4,3,3,4,4,4,4,5,4,3,3,3,3,4
661,mujer,16,cusco,colegio6,publico,2,3,2,4,4,3,3,2,2,3,4,4,4,3,4,4,4,4,4,1,4,4,1,5,5,4,3,4,4
662,mujer,16,cusco,colegio6,publico,2,3,3,3,3,4,3,3,4,3,3,3,3,4,4,3,3,3,3,2,5,4,3,5,3,3,4,3,5
663,mujer,16,cusco,colegio6,publico,3,3,3,5,5,2,2,2,1,3,2,1,5,5,5,3,3,3,5,1,4,5,2,3,2,3,3,2,1
664,mujer,16,cusco,colegio6,publico,3,3,2,4,3,3,3,3,2,4,3,3,4,4,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3
665,mujer,16,cusco,colegio6,publico,3,2,3,2,2,2,1,3,2,4,3,2,2,2,1,1,2,3,3,2,3,2,2,3,3,2,2,3,2
666,mujer,16,cusco,colegio6,publico,3,2,2,5,5,5,2,3,5,5,3,2,4,5,5,5,5,5,5,5,2,4,2,1,5,4,5,2,2
667,mujer,16,cusco,colegio6,publico,3,4,3,5,4,3,2,3,3,4,2,3,4,3,3,4,3,3,5,2,3,3,5,2,3,3,2,4,4
668,mujer,16,cusco,colegio6,publico,3,4,3,5,4,4,1,5,5,3,5,5,5,5,4,5,3,3,3,3,5,5,5,3,5,3,5,5,5
669,mujer,16,cusco,colegio6,publico,3,3,2,3,4,4,2,3,2,2,4,3,4,4,4,4,4,3,4,4,4,4,3,3,3,4,3,3,4
670,mujer,16,cusco,colegio6,publico,3,4,2,2,3,3,1,4,1,2,3,3,5,5,3,3,2,4,5,1,5,2,5,5,3,5,3,3,4
671,mujer,16,cusco,colegio6,publico,4,5,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,5,4,4,2,3
672,mujer,16,cusco,colegio6,publico,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,3,3,4,4,2,3,2,2
673,mujer,16,cusco,colegio6,publico,5,4,3,4,4,5,2,4,2,3,5,5,4,4,4,5,4,4,4,3,2,3,2,2,2,3,3,4,2
674,mujer,17,cusco,colegio6,publico,3,3,4,4,4,4,4,4,3,3,2,3,3,3,3,4,4,3,3,3,3,4,4,3,4,3,3,4,4
675,mujer,17,cusco,colegio6,publico,3,5,2,2,3,3,3,3,2,2,2,3,3,3,3,3,3,2,3,2,4,3,2,5,4,3,3,3,3
676,mujer,17,cusco,colegio6,publico,4,5,3,4,4,4,4,5,4,5,3,3,4,4,4,3,4,4,4,2,3,4,2,4,4,4,4,4,3
677,hombre,15,lima,colegio7,publico,1,2,1,1,1,1,3,2,1,2,1,1,1,1,1,2,2,3,3,2,2,2,2,2,2,3,1,1,1
678,hombre,15,lima,colegio7,publico,2,4,3,2,2,3,2,3,1,2,3,2,3,3,2,3,4,2,2,4,2,2,4,2,3,4,2,3,2
679,hombre,15,lima,colegio7,publico,2,2,1,1,2,3,1,2,1,2,4,1,1,2,3,1,1,4,5,2,1,1,1,1,1,2,1,4,1
680,hombre,15,lima,colegio7,publico,2,5,5,4,4,4,5,4,5,3,3,3,3,2,4,4,3,4,5,1,1,4,2,1,3,5,3,4,3
681,hombre,15,lima,colegio7,publico,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
682,hombre,15,lima,colegio7,publico,3,3,3,2,3,4,1,2,3,3,3,3,4,3,3,4,4,3,4,3,1,2,1,2,1,2,3,3,3
683,hombre,15,lima,colegio7,publico,3,3,4,3,5,5,1,4,1,5,4,3,4,4,4,4,3,4,4,1,3,3,5,1,1,3,5,3,2
684,hombre,15,lima,colegio7,publico,3,3,3,4,4,3,3,3,3,4,3,3,4,3,3,4,4,4,4,4,3,3,3,4,3,4,3,4,3
685,hombre,15,lima,colegio7,publico,3,3,5,2,5,5,5,5,5,3,1,1,3,2,1,5,3,5,5,4,1,1,3,3,4,4,4,4,4
686,hombre,15,lima,colegio7,publico,3,4,5,4,4,4,2,4,2,4,4,5,4,3,5,3,2,4,5,5,2,2,3,5,5,4,4,4,3
687,hombre,15,lima,colegio7,publico,3,2,1,4,3,5,3,2,1,2,1,3,4,3,5,5,5,3,4,1,2,1,3,1,2,2,3,5,1
688,hombre,15,lima,colegio7,publico,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,4,4,3,3,4,4,4,3,3,4,4,4
689,hombre,15,lima,colegio7,publico,3,4,4,4,3,4,3,4,4,5,2,4,4,3,3,4,4,4,4,4,5,4,4,2,5,5,4,3,4
690,hombre,15,lima,colegio7,publico,3,4,4,4,4,2,4,2,3,3,3,5,5,4,5,5,5,3,5,2,5,4,5,5,4,5,5,5,5
691,hombre,15,lima,colegio7,publico,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,2
692,hombre,15,lima,colegio7,publico,4,4,4,4,4,5,3,4,1,3,3,4,4,3,3,4,4,3,4,1,4,2,5,2,2,3,3,3,2
693,hombre,15,lima,colegio7,publico,4,4,4,5,3,4,3,4,2,4,4,3,5,4,4,4,4,4,4,3,5,5,4,5,3,3,3,4,3
694,hombre,15,lima,colegio7,publico,4,4,1,5,3,5,3,4,5,3,4,3,4,3,4,5,3,4,5,2,4,5,1,1,4,2,4,5,3
695,hombre,15,lima,colegio7,publico,4,5,1,4,3,4,1,4,1,4,4,3,4,5,4,4,3,2,5,4,5,5,4,3,3,4,5,4,4
696,hombre,15,lima,colegio7,publico,4,4,3,3,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,3,3,5,5,5,5
697,hombre,15,lima,colegio7,publico,5,3,4,4,5,5,4,4,4,4,4,5,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,3
698,hombre,15,lima,colegio7,publico,5,5,4,5,5,5,4,4,4,5,4,4,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,5,5
699,hombre,15,lima,colegio7,publico,5,4,2,5,5,5,3,4,5,5,2,2,2,4,3,5,5,2,2,5,2,2,3,1,3,4,5,3,5
700,hombre,16,lima,colegio7,publico,1,1,1,2,3,3,3,3,2,1,2,3,3,3,2,3,3,3,3,1,2,2,3,4,3,3,2,2,2
701,hombre,16,lima,colegio7,publico,1,1,2,1,4,4,2,2,3,1,2,4,5,1,3,4,3,5,4,4,1,1,5,1,1,1,3,4,1
702,hombre,16,lima,colegio7,publico,2,1,1,4,3,4,3,5,4,3,2,4,4,5,3,2,3,3,5,1,4,5,1,2,2,4,4,4,3
703,hombre,16,lima,colegio7,publico,2,2,2,2,4,2,2,2,2,2,2,2,3,3,3,2,3,3,4,2,4,4,3,3,3,3,3,3,3
704,hombre,16,lima,colegio7,publico,2,4,2,2,4,2,3,1,1,2,1,3,4,3,2,3,3,3,3,3,1,3,2,3,1,2,2,2,2
705,hombre,16,lima,colegio7,publico,2,3,1,4,3,3,1,4,2,2,3,4,4,4,3,4,3,4,4,2,2,2,1,1,1,3,2,3,1
706,hombre,16,lima,colegio7,publico,2,3,1,2,3,4,4,3,2,3,2,4,4,4,3,5,4,4,4,3,2,1,3,4,5,3,2,3,1
707,hombre,16,lima,colegio7,publico,2,5,1,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
708,hombre,16,lima,colegio7,publico,3,4,4,3,4,4,2,3,3,3,3,4,3,2,3,2,3,2,3,4,3,5,5,4,2,4,5,3,3
709,hombre,16,lima,colegio7,publico,3,4,2,4,4,4,2,2,4,2,4,3,3,4,4,4,3,4,4,4,4,1,4,3,3,3,2,3,2
710,hombre,16,lima,colegio7,publico,3,3,3,4,4,4,4,4,2,4,3,2,3,3,4,3,3,3,5,2,3,4,3,2,2,3,4,3,3
711,hombre,16,lima,colegio7,publico,3,2,1,2,3,3,2,2,1,1,2,2,3,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,3
712,hombre,16,lima,colegio7,publico,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
713,hombre,16,lima,colegio7,publico,4,4,3,3,5,5,4,4,3,4,3,5,4,4,5,4,2,5,4,4,3,4,4,2,5,4,3,3,2
714,hombre,16,lima,colegio7,publico,4,3,4,4,4,4,2,3,3,3,4,4,4,4,4,3,3,4,4,2,4,4,4,2,4,4,4,3,4
715,hombre,16,lima,colegio7,publico,4,5,5,5,5,5,5,4,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5
716,hombre,16,lima,colegio7,publico,4,4,3,3,4,4,4,4,3,3,4,3,5,5,4,4,4,4,5,2,4,4,4,4,4,4,3,2,3
717,hombre,16,lima,colegio7,publico,4,4,5,4,4,4,4,4,4,4,5,4,4,3,4,5,4,4,4,3,3,4,5,5,4,4,4,3,3
718,hombre,16,lima,colegio7,publico,5,5,5,5,1,5,5,5,1,5,5,5,5,1,1,5,5,5,5,1,5,1,5,1,1,2,1,1,1
719,hombre,16,lima,colegio7,publico,5,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4
720,hombre,17,lima,colegio7,publico,3,1,1,2,2,2,2,2,1,1,1,1,3,3,3,2,3,1,4,2,2,1,5,2,1,1,1,1,4
721,hombre,17,lima,colegio7,publico,3,4,4,5,4,5,3,3,2,3,4,5,5,5,4,3,5,4,5,1,3,5,4,2,2,5,2,2,3
722,hombre,17,lima,colegio7,publico,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
723,hombre,17,lima,colegio7,publico,3,4,3,4,4,4,5,4,2,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,3,4,5,4,4
724,hombre,17,lima,colegio7,publico,4,2,4,5,4,4,3,4,2,1,2,3,4,3,3,5,2,4,3,3,2,1,5,1,2,4,4,3,2
725,hombre,17,lima,colegio7,publico,4,4,4,3,3,4,2,4,4,4,4,3,5,4,3,5,3,4,5,3,3,4,1,3,4,4,3,3,3
726,hombre,17,lima,colegio7,publico,4,3,3,3,3,3,2,3,4,3,3,3,4,3,5,3,3,3,3,3,3,4,5,3,3,3,3,3,3
727,hombre,17,lima,colegio7,publico,5,5,5,5,4,4,4,3,3,4,5,5,4,4,4,5,3,4,5,1,5,5,5,5,4,5,5,5,5
728,hombre,18,lima,colegio7,publico,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,3,3,4,4,4,4,4,4,4
729,mujer,15,lima,colegio7,publico,1,4,1,1,1,1,1,1,1,1,1,1,1,4,5,2,1,2,1,1,5,1,1,5,1,1,2,5,5
730,mujer,15,lima,colegio7,publico,1,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5,5
731,mujer,15,lima,colegio7,publico,2,2,2,3,3,3,1,3,4,1,3,3,4,3,4,3,3,5,4,3,3,1,5,2,1,2,1,3,3
732,mujer,15,lima,colegio7,publico,2,4,4,3,4,4,4,5,5,4,2,3,4,5,2,2,3,4,5,3,3,1,1,1,2,4,5,4,4
733,mujer,15,lima,colegio7,publico,3,5,2,3,4,4,3,3,3,1,3,4,3,5,4,5,5,4,4,1,5,5,1,3,4,3,5,5,5
734,mujer,15,lima,colegio7,publico,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5,2,5,4,4,4,5,4,4,4,4
735,mujer,15,lima,colegio7,publico,4,3,3,4,3,4,3,3,2,3,4,4,4,5,4,4,4,4,4,3,4,3,2,1,1,3,2,3,3
736,mujer,15,lima,colegio7,publico,4,3,5,2,4,5,5,5,4,4,4,3,5,5,4,4,3,5,4,4,3,3,5,2,2,5,3,1,3
737,mujer,15,lima,colegio7,publico,4,3,4,4,4,5,3,2,4,4,4,5,5,5,5,4,5,4,4,4,5,5,5,3,5,5,3,5,5
738,mujer,15,lima,colegio7,publico,4,4,4,3,5,3,1,2,1,4,3,3,5,4,4,5,5,5,5,3,2,2,5,2,2,3,2,3,2
739,mujer,15,lima,colegio7,publico,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,2,4,5,4,4
740,mujer,15,lima,colegio7,publico,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5
741,mujer,15,lima,colegio7,publico,5,4,3,4,4,5,5,5,1,3,4,5,4,4,4,5,5,5,5,2,5,5,4,2,2,2,2,5,5
742,mujer,16,lima,colegio7,publico,1,2,2,1,5,5,5,2,2,3,3,5,5,5,5,3,2,2,5,2,2,5,2,2,1,2,1,2,2
743,mujer,16,lima,colegio7,publico,2,4,2,3,3,4,3,4,3,4,3,3,3,3,4,3,3,4,4,4,2,3,3,4,2,4,2,4,2
744,mujer,16,lima,colegio7,publico,2,2,5,2,4,5,1,3,2,5,5,4,4,4,4,4,5,4,5,3,5,5,5,5,4,5,5,5,5
745,mujer,16,lima,colegio7,publico,2,2,3,2,4,4,2,2,2,3,3,3,3,4,4,2,2,3,5,3,2,2,3,2,2,2,1,2,3
746,mujer,16,lima,colegio7,publico,3,2,1,2,3,4,3,2,1,2,3,5,4,5,4,3,3,3,4,2,3,2,3,2,2,3,3,4,3
747,mujer,16,lima,colegio7,publico,3,3,3,3,4,4,2,2,3,3,3,3,4,4,3,4,4,4,5,3,5,5,5,5,4,5,5,5,5
748,mujer,16,lima,colegio7,publico,3,4,5,5,5,5,5,5,4,5,5,5,5,5,5,3,4,3,4,1,3,4,5,4,3,4,4,4,4
749,mujer,16,lima,colegio7,publico,3,3,2,2,3,4,3,1,1,1,4,3,4,4,4,5,4,3,3,1,1,1,5,1,1,1,1,1,1
750,mujer,16,lima,colegio7,publico,3,2,2,2,3,3,2,3,2,3,4,3,4,3,3,3,2,3,5,1,1,1,5,3,1,3,4,3,1
751,mujer,16,lima,colegio7,publico,3,3,3,4,5,4,3,3,2,3,3,3,5,4,4,4,3,2,4,2,4,5,3,3,3,4,4,4,4
752,mujer,16,lima,colegio7,publico,3,3,2,2,4,4,3,3,2,2,3,2,2,4,3,3,3,3,4,3,3,4,5,4,4,4,3,3,4
753,mujer,16,lima,colegio7,publico,4,5,4,5,5,4,2,4,5,4,4,4,5,5,5,5,5,4,4,4,5,5,5,2,4,5,5,5,5
754,mujer,16,lima,colegio7,publico,4,4,2,4,4,4,2,4,3,5,3,4,4,4,4,4,3,3,4,4,2,2,5,4,5,4,4,4,4
755,mujer,16,lima,colegio7,publico,4,4,5,5,5,5,4,5,5,5,3,5,3,5,5,4,5,3,5,5,4,2,3,4,5,4,3,2,4
756,mujer,16,lima,colegio7,publico,4,3,4,3,4,5,5,3,5,4,4,5,5,4,4,3,4,4,5,3,4,4,4,3,3,4,4,4,5
757,mujer,16,lima,colegio7,publico,4,4,4,3,5,4,1,4,2,3,4,3,4,4,4,3,4,3,4,3,2,3,3,4,4,3,3,3,3
758,mujer,16,lima,colegio7,publico,4,4,1,4,5,4,4,4,4,3,5,4,5,5,4,4,5,4,5,3,3,3,5,3,3,4,4,4,4
759,mujer,16,lima,colegio7,publico,4,4,5,5,5,5,5,4,3,5,4,5,4,4,4,4,4,3,4,3,3,4,3,4,3,4,3,5,5
760,mujer,16,lima,colegio7,publico,4,3,3,3,4,4,3,4,2,3,3,3,4,4,4,4,4,3,4,3,4,4,4,4,2,3,4,3,4
761,mujer,16,lima,colegio7,publico,4,3,5,4,4,4,5,4,2,5,4,4,4,4,4,4,4,5,4,5,4,4,4,2,2,5,4,4,2
762,mujer,16,lima,colegio7,publico,4,5,2,3,3,4,3,3,1,3,3,3,3,3,3,4,4,4,4,3,5,4,4,4,4,4,4,4,4
763,mujer,16,lima,colegio7,publico,4,4,4,4,5,5,3,4,2,4,3,4,5,5,4,5,5,3,5,2,5,5,4,4,3,3,4,4,3
764,mujer,16,lima,colegio7,publico,4,3,4,4,4,4,2,3,1,4,4,3,4,4,4,3,4,4,4,2,4,4,5,2,2,4,3,2,3
765,mujer,16,lima,colegio7,publico,4,4,2,4,5,5,5,4,2,5,4,3,5,5,4,4,4,2,5,5,3,4,5,4,2,4,5,3,3
766,mujer,16,lima,colegio7,publico,4,4,1,5,4,5,4,4,5,1,3,4,4,4,4,4,4,4,5,1,1,5,5,2,2,5,3,4,1
767,mujer,16,lima,colegio7,publico,4,3,4,3,4,4,5,4,3,4,3,4,4,4,4,4,3,4,5,4,5,4,5,4,4,4,4,4,4
768,mujer,16,lima,colegio7,publico,4,4,4,4,4,4,5,4,5,4,5,5,4,4,4,5,4,5,5,5,4,4,4,4,4,4,5,5,4
769,mujer,16,lima,colegio7,publico,5,4,5,4,4,4,5,4,1,4,4,4,4,4,4,4,4,4,5,4,3,4,5,3,2,4,3,5,3
770,mujer,17,lima,colegio7,publico,2,3,2,3,4,4,1,3,2,3,3,3,4,4,3,4,4,3,4,1,5,5,5,2,3,1,3,2,4
771,mujer,17,lima,colegio7,publico,2,5,1,4,2,4,1,1,1,2,2,2,1,2,4,2,1,2,3,4,1,1,2,2,1,2,1,3,1
772,mujer,17,lima,colegio7,publico,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4
773,mujer,17,lima,colegio7,publico,5,5,2,5,4,5,2,4,2,3,4,4,4,4,4,4,4,5,5,5,3,3,5,5,5,5,5,5,5
774,mujer,17,lima,colegio7,publico,5,5,5,4,4,4,2,4,5,5,4,4,4,4,4,4,4,4,4,2,4,5,4,4,4,4,5,4,4
775,mujer,18,lima,colegio7,publico,4,4,4,4,4,4,5,4,2,5,5,4,4,4,4,4,4,5,4,5,4,5,4,4,5,4,4,4,4
776,hombre,15,cusco,colegio8,publico,1,1,1,2,1,4,2,4,1,2,1,3,3,3,3,4,2,1,1,4,2,3,5,3,3,4,1,4,3
777,hombre,16,cusco,colegio8,publico,2,4,2,4,5,4,2,4,2,4,2,4,4,4,4,2,2,2,4,1,1,2,1,1,1,4,1,2,2
778,hombre,16,cusco,colegio8,publico,3,4,4,5,5,4,3,4,4,4,4,3,5,4,4,4,4,3,5,4,3,4,4,4,5,4,3,3,3
779,hombre,16,cusco,colegio8,publico,3,3,2,3,3,3,3,4,3,2,1,2,4,2,4,4,4,4,4,4,1,1,3,1,3,4,1,3,2
780,hombre,16,cusco,colegio8,publico,4,4,5,3,5,5,5,4,4,4,4,5,5,5,4,5,5,4,5,4,3,3,5,2,2,3,4,3,3
781,hombre,16,cusco,colegio8,publico,4,5,4,4,4,5,5,4,3,4,4,5,5,4,4,5,4,4,5,3,2,2,5,4,3,4,4,5,3
782,hombre,16,cusco,colegio8,publico,4,4,3,4,3,3,4,3,3,3,3,3,4,4,3,3,4,3,4,3,2,3,3,2,2,3,4,3,3
783,hombre,16,cusco,colegio8,publico,5,4,4,5,4,5,5,4,4,4,4,5,5,5,5,4,4,5,5,3,2,3,1,3,4,3,3,4,2
784,hombre,17,cusco,colegio8,publico,3,4,3,4,4,4,5,4,4,5,5,3,4,4,4,4,3,5,5,4,4,4,4,4,4,5,5,4,5
785,hombre,17,cusco,colegio8,publico,3,4,4,4,5,4,5,5,3,5,5,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5
786,hombre,17,cusco,colegio8,publico,3,4,3,3,4,4,5,5,3,3,4,3,4,4,4,4,4,5,4,5,4,4,3,3,3,4,4,4,4
787,hombre,17,cusco,colegio8,publico,4,5,4,4,4,4,5,4,4,5,5,3,4,4,4,4,3,5,5,4,4,3,5,4,4,4,5,5,5
788,hombre,17,cusco,colegio8,publico,4,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,4,5,3,5,4
789,hombre,17,cusco,colegio8,publico,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
790,hombre,17,cusco,colegio8,publico,4,4,3,3,4,4,4,5,4,4,5,4,4,4,4,5,5,4,5,4,5,4,5,5,4,5,5,5,5
791,mujer,15,cusco,colegio8,publico,4,4,2,3,5,5,5,3,2,1,5,3,4,4,5,3,3,5,5,5,4,4,4,4,3,5,3,4,2
792,mujer,16,cusco,colegio8,publico,1,1,1,1,1,1,1,1,1,1,3,3,5,5,5,1,1,1,1,1,1,1,2,1,1,2,1,2,1
793,mujer,16,cusco,colegio8,publico,2,2,1,2,2,3,2,3,1,2,1,3,3,4,3,4,5,3,3,2,1,2,5,1,3,2,1,2,3
794,mujer,16,cusco,colegio8,publico,2,2,4,4,4,2,5,4,2,4,4,2,4,4,2,4,4,2,2,5,2,4,4,2,4,4,5,4,2
795,mujer,16,cusco,colegio8,publico,2,4,2,3,5,4,5,5,4,2,3,2,4,3,4,3,2,2,4,4,1,1,1,1,1,2,4,3,1
796,mujer,16,cusco,colegio8,publico,2,2,1,1,2,2,1,1,3,2,3,3,3,2,2,1,5,1,1,1,1,1,1,2,3,2,1,2,1
797,mujer,16,cusco,colegio8,publico,2,2,2,3,4,4,1,4,1,2,1,1,3,4,3,3,2,3,2,2,1,1,1,1,3,3,1,2,1
798,mujer,16,cusco,colegio8,publico,3,3,2,2,3,3,4,3,2,3,2,3,4,4,3,4,3,3,3,2,1,1,1,1,1,3,1,3,1
799,mujer,16,cusco,colegio8,publico,4,5,4,5,4,4,4,5,5,4,4,5,4,4,5,4,4,2,4,4,4,4,4,4,4,2,4,4,5
800,mujer,17,cusco,colegio8,publico,1,4,2,4,4,5,4,2,2,4,3,2,5,4,5,2,3,4,4,4,2,2,4,2,2,3,1,3,3
801,mujer,17,cusco,colegio8,publico,4,3,3,4,5,3,3,3,4,4,4,3,4,4,4,4,3,5,4,3,2,3,4,3,4,4,4,4,4
802,mujer,17,cusco,colegio8,publico,4,2,4,4,4,2,1,2,4,2,2,4,3,4,3,4,4,4,5,4,3,4,2,3,2,5,5,4,3